route_id,schd_trip_id,stop_id,stop_sequence,arrival_time,schd_sec,trip_id,event_time,avl_sec,diff
20,910504020,430,43,06:54:11,24851,910504020,2019-09-06 06:53:33,197613.0,172762.0
20,911240020,1120,63,06:34:51,23691,911240020,2019-09-06 06:53:44,197624.0,173933.0
20,911878020,15848,18,06:53:45,24825,911878020,2019-09-06 06:53:46,197626.0,172801.0
20,910504020,431,44,06:54:46,24886,910504020,2019-09-06 06:53:55,197635.0,172749.0
20,911411030,435,49,06:49:01,24541,911411030,2019-09-06 06:53:57,197637.0,173096.0
20,911364020,17169,12,06:53:53,24833,911364020,2019-09-06 06:54:03,197643.0,172810.0
20,911903030,386,1,06:54:00,24840,911903030,2019-09-06 06:54:05,197645.0,172805.0
20,911316020,448,61,06:53:00,24780,911316020,2019-09-06 06:54:12,197652.0,172872.0
20,910504020,4727,45,06:55:05,24905,910504020,2019-09-06 06:54:15,197655.0,172750.0
20,911240020,1121,64,06:35:06,23706,911240020,2019-09-06 06:54:22,197662.0,173956.0
20,911878020,406,19,06:54:25,24865,911878020,2019-09-06 06:54:27,197667.0,172802.0
20,911364020,17162,13,06:54:51,24891,911364020,2019-09-06 06:54:32,197672.0,172781.0
20,910504020,432,46,06:55:30,24930,910504020,2019-09-06 06:54:36,197676.0,172746.0
20,911411030,436,50,06:49:51,24591,911411030,2019-09-06 06:54:40,197680.0,173089.0
20,911903030,388,2,06:54:43,24883,911903030,2019-09-06 06:54:57,197697.0,172814.0
20,911878020,14500,20,06:55:15,24915,911878020,2019-09-06 06:55:02,197702.0,172787.0
20,911903030,389,3,06:55:12,24912,911903030,2019-09-06 06:55:08,197708.0,172796.0
20,911240020,3953,65,06:35:35,23735,911240020,2019-09-06 06:55:19,197719.0,173984.0
20,911903030,390,4,06:55:42,24942,911903030,2019-09-06 06:55:28,197728.0,172786.0
20,911878020,15852,21,06:56:15,24975,911878020,2019-09-06 06:55:35,197735.0,172760.0
20,911411030,437,51,06:50:33,24633,911411030,2019-09-06 06:55:38,197738.0,173105.0
20,911903030,391,5,06:56:11,24971,911903030,2019-09-06 06:55:56,197756.0,172785.0
20,911878020,409,22,06:57:00,25020,911878020,2019-09-06 06:55:59,197759.0,172739.0
20,910504020,15279,47,06:56:33,24993,910504020,2019-09-06 06:56:03,197763.0,172770.0
20,911364020,14959,14,06:56:00,24960,911364020,2019-09-06 06:56:06,197766.0,172806.0
20,911240020,3954,66,06:35:46,23746,911240020,2019-09-06 06:56:15,197775.0,174029.0
20,910504020,16049,48,06:57:12,25032,910504020,2019-09-06 06:56:32,197792.0,172760.0
20,911411030,14647,52,06:51:15,24675,911411030,2019-09-06 06:56:41,197801.0,173126.0
20,911364020,402,15,06:56:45,25005,911364020,2019-09-06 06:56:43,197803.0,172798.0
20,911316020,1119,62,06:54:33,24873,911316020,2019-09-06 06:56:43,197803.0,172930.0
20,911903030,14956,6,06:56:51,25011,911903030,2019-09-06 06:56:58,197818.0,172807.0
